Geneid,REM_1,REM_2,REM_3,EIDD_1,EIDD_2,EIDD_3,EIDD_4,Control_1,Control_2,Control_3,Control_4
ENSMAUG00000022236,1478,1216,1486,483,519,398,188,218,101,702,289
ENSMAUG00000022238,22,0,0,11,10,9,4,0,0,0,0
ENSMAUG00000022241,3558,2771,2991,446,636,421,198,257,160,567,328
ENSMAUG00000022252,521,414,474,151,224,122,53,69,33,203,80
ENSMAUG00000022253,17201,12159,15318,3688,4224,3005,1945,2695,1720,5703,3664
ENSMAUG00000022260,297,374,296,207,237,185,90,111,76,321,160
ENSMAUG00000022272,0,6,0,0,0,1,0,0,0,0,0
ENSMAUG00000022274,10129,8289,8268,2782,3921,2619,1473,1979,1308,4285,2523
ENSMAUG00000022279,6,48,32,152,347,188,106,17,22,142,30
ENSMAUG00000022283,1605,1879,2140,961,982,758,439,237,203,981,305
ENSMAUG00000000797,234,164,179,18,33,29,18,20,26,62,64
ENSMAUG00000000907,4585,3302,3551,1457,1883,1437,538,600,323,1886,819
ENSMAUG00000000956,950,1075,1116,318,281,251,172,362,319,436,460
ENSMAUG00000001008,1348,798,600,174,201,132,113,90,30,233,111
ENSMAUG00000001229,796,660,779,999,1246,818,433,381,280,1169,439
ENSMAUG00000001662,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001780,4,8,14,1,1,1,4,0,3,7,2
ENSMAUG00000001896,658,654,628,214,254,199,97,80,38,170,102
ENSMAUG00000002161,8,0,0,3,1,4,0,0,0,2,0
ENSMAUG00000002231,0,0,0,0,0,0,2,0,0,0,0
ENSMAUG00000002470,22120,1541,9939,91,242,81,58,3664,2541,2793,3602
ENSMAUG00000002492,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002657,461,436,352,382,629,381,183,184,99,585,209
ENSMAUG00000002765,1747,1938,2562,639,621,362,300,340,194,656,461
ENSMAUG00000002951,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003360,0,0,0,7,15,8,2,0,3,5,3
ENSMAUG00000003375,2511,2188,2187,1769,1955,1313,788,609,280,2572,656
ENSMAUG00000003665,986,777,960,791,986,618,364,361,237,980,440
ENSMAUG00000003677,0,0,0,0,2,1,8,2,4,7,8
ENSMAUG00000003873,0,0,0,6,4,8,0,0,0,7,1
ENSMAUG00000003888,0,0,0,6,15,9,2,2,0,2,4
ENSMAUG00000003942,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004085,6,8,4,9459,5610,7132,5527,2852,1747,7966,5190
ENSMAUG00000004309,0,0,0,2,0,0,4,0,0,0,0
ENSMAUG00000004328,250,145,232,57,76,68,42,73,33,142,92
ENSMAUG00000004337,0,0,0,0,12,5,6,3,12,2,0
ENSMAUG00000004483,0,0,0,0,0,1,0,0,0,2,2
ENSMAUG00000004531,24,40,12,84,88,62,46,45,34,140,24
ENSMAUG00000004595,853,173,645,10,31,16,0,457,161,353,877
ENSMAUG00000004609,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004696,3237,4291,4804,3922,5938,2761,2574,1891,1120,3977,2389
ENSMAUG00000004849,0,0,15,17,7,7,26,13,28,1,14
ENSMAUG00000004872,2,0,3,0,2,2,0,3,0,2,3
ENSMAUG00000005022,0,0,0,4,2,3,0,0,0,0,0
ENSMAUG00000005066,78,184,154,628,677,439,454,221,117,524,223
ENSMAUG00000005398,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005547,666,307,546,26,24,31,4,81,18,72,102
ENSMAUG00000005600,0,0,0,2,2,0,0,2,0,2,0
ENSMAUG00000005724,25,56,32,11,19,2,7,0,0,13,4
ENSMAUG00000005751,1161,996,937,550,727,408,213,238,96,652,259
ENSMAUG00000006006,197,200,186,111,139,91,95,71,42,163,106
ENSMAUG00000006149,2947,2198,2712,641,647,314,334,380,190,774,460
ENSMAUG00000006233,2,0,6,18,4,0,2,0,0,1,0
ENSMAUG00000006345,2528,1715,1669,348,366,433,122,128,68,618,182
ENSMAUG00000006371,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006458,6177,3218,6403,1646,2545,1437,615,1333,802,2392,2025
ENSMAUG00000006555,0,0,0,4,7,7,6,0,2,4,4
ENSMAUG00000006597,0,0,8,0,2,0,0,0,0,2,0
ENSMAUG00000006671,0,0,0,2,0,0,2,2,0,1,0
ENSMAUG00000006698,13,0,2,40,29,16,26,38,20,34,19
ENSMAUG00000006779,56,130,82,92,188,117,36,8,16,109,16
ENSMAUG00000006818,0,0,0,0,1,0,0,0,0,0,0
ENSMAUG00000006851,6,17,23,11,23,10,3,14,5,19,19
ENSMAUG00000006864,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006875,0,0,0,0,0,6,2,0,0,0,0
ENSMAUG00000007089,3075,2241,1605,273,300,198,94,223,128,353,410
ENSMAUG00000007166,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007224,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000007234,0,0,0,2,0,0,0,0,0,1,0
ENSMAUG00000007321,0,0,0,8,19,23,0,9,4,20,4
ENSMAUG00000007462,0,0,0,1,3,0,0,2,0,0,6
ENSMAUG00000007492,0,0,0,4,0,6,2,1,1,4,0
ENSMAUG00000007538,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007677,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007754,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000007786,7313,3918,3248,898,860,521,392,976,557,1335,1785
ENSMAUG00000007938,20,27,43,43,44,43,14,22,9,61,41
ENSMAUG00000008042,488,447,574,211,304,212,102,83,77,305,126
ENSMAUG00000008152,0,0,0,0,2,0,0,2,2,0,0
ENSMAUG00000008187,0,0,0,0,0,2,0,2,0,0,0
ENSMAUG00000008273,8685,275,4386,21,32,12,20,206,63,525,588
ENSMAUG00000008288,258,316,291,136,190,106,94,186,72,242,254
ENSMAUG00000008369,2160,2029,1902,413,612,312,169,112,68,507,201
ENSMAUG00000008394,14,14,36,63,96,48,29,19,10,73,25
ENSMAUG00000008516,38,52,20,177,247,209,100,42,33,239,64
ENSMAUG00000008639,1364,917,798,890,1330,808,424,500,256,1121,800
ENSMAUG00000008719,540,562,380,254,346,210,160,199,107,343,298
ENSMAUG00000008909,718,872,1037,604,695,473,363,248,120,646,241
ENSMAUG00000008969,178,162,170,70,56,52,32,60,58,76,72
ENSMAUG00000009086,34,28,32,86,110,153,36,6,2,97,4
ENSMAUG00000009243,1688,98,616,1621,1621,708,788,303,180,1280,182
ENSMAUG00000009250,6,6,0,30,29,19,11,13,4,12,2
ENSMAUG00000009422,1471,1154,1693,434,473,279,234,191,87,578,360
ENSMAUG00000009494,4594,5795,7665,772,554,712,547,569,562,1080,853
ENSMAUG00000009673,584,182,180,111,155,100,48,118,50,153,170
ENSMAUG00000009761,286,183,193,65,58,35,27,28,22,50,34
ENSMAUG00000009790,7040,4895,7161,592,626,331,282,366,306,724,442
ENSMAUG00000009902,1689,1895,2231,665,579,773,453,551,235,966,609
ENSMAUG00000009959,1118,668,643,703,1004,607,317,298,158,875,405
ENSMAUG00000010001,2996,1649,2021,1020,1260,954,369,622,326,1356,696
ENSMAUG00000010033,190,402,648,667,1713,597,316,182,224,666,230
ENSMAUG00000010076,845,704,624,651,902,581,270,226,119,807,338
ENSMAUG00000010104,110,98,84,87,130,74,23,9,5,85,12
ENSMAUG00000010130,457,476,561,216,154,107,99,156,76,223,149
ENSMAUG00000010156,28,38,22,10,21,13,6,6,4,14,13
ENSMAUG00000010225,3233,1783,2233,1494,2086,1314,675,697,427,1921,1116
ENSMAUG00000010298,690,440,536,444,775,483,125,129,76,527,127
ENSMAUG00000010326,610,929,361,45,42,30,20,15,4,52,15
ENSMAUG00000010365,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000010454,0,0,0,0,3,2,0,0,0,4,0
ENSMAUG00000010487,242,172,202,2,7,0,7,12,4,8,2
ENSMAUG00000010593,422,379,230,309,339,325,124,167,100,437,301
ENSMAUG00000010640,0,6,10,4,17,6,8,6,7,5,0
ENSMAUG00000010799,12,26,0,0,5,0,0,3,0,2,6
ENSMAUG00000010813,4019,3486,3312,1051,1115,607,493,880,648,1675,1233
ENSMAUG00000010924,161,220,247,345,438,226,216,146,58,341,198
ENSMAUG00000011076,0,0,0,0,0,0,2,0,0,0,0
ENSMAUG00000011126,2616,2863,3217,4813,6382,3851,2550,1558,1077,5237,1875
ENSMAUG00000011221,194,156,537,247,201,109,95,224,145,286,170
ENSMAUG00000011233,3223,3239,3977,408,480,314,284,462,303,702,544
ENSMAUG00000011249,13811,9725,9150,3589,4497,2877,2088,3522,2002,6249,4099
ENSMAUG00000011252,1568,514,1127,107,183,132,39,152,79,261,162
ENSMAUG00000011280,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011457,624,503,364,916,1278,1004,488,339,148,1055,402
ENSMAUG00000011767,3482,2131,2436,1382,1791,941,825,686,497,1768,984
ENSMAUG00000011825,6026,4829,4500,5057,6693,4213,2275,2573,1464,6330,3757
ENSMAUG00000011943,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000012011,1132,1164,910,2540,3264,2016,1393,978,475,2581,1216
ENSMAUG00000012205,2,2,4,20,46,34,30,8,9,38,14
ENSMAUG00000012223,203,255,138,1151,1805,1013,643,365,186,1293,509
ENSMAUG00000012509,420,478,373,77,106,62,67,48,32,118,52
ENSMAUG00000012537,376,342,341,316,330,228,168,147,94,372,179
ENSMAUG00000012557,585,906,622,1571,2386,1183,966,340,171,1405,346
ENSMAUG00000013356,3187,2320,2770,629,982,830,167,646,390,1117,949
ENSMAUG00000013622,905,717,764,285,352,226,126,131,68,377,142
ENSMAUG00000013683,174,208,281,253,388,178,214,134,136,398,257
ENSMAUG00000013711,394,416,274,655,823,499,260,372,171,772,374
ENSMAUG00000013787,452,760,636,639,662,520,310,174,138,599,214
ENSMAUG00000013817,0,0,0,4,0,2,4,2,0,0,0
ENSMAUG00000013878,175,163,106,257,383,111,136,138,111,207,153
ENSMAUG00000014141,344,307,222,252,362,210,126,85,45,276,144
ENSMAUG00000014183,446,634,638,539,864,562,253,202,109,733,233
ENSMAUG00000014330,246,414,585,335,341,188,153,158,101,368,137
ENSMAUG00000014442,276,220,135,629,945,599,342,249,157,814,395
ENSMAUG00000014584,1142,1912,685,580,634,235,321,80,44,194,112
ENSMAUG00000014641,2205,1714,1690,542,900,662,257,249,104,752,267
ENSMAUG00000014651,993,1342,1065,846,1196,906,352,303,112,926,294
ENSMAUG00000014703,0,0,0,2,6,0,0,2,0,3,42
ENSMAUG00000015083,64,60,46,8,42,33,18,14,8,48,40
ENSMAUG00000015126,20,136,95,36,39,17,34,6,0,28,8
ENSMAUG00000015191,8,0,0,0,4,0,0,2,0,2,6
ENSMAUG00000015192,1133,936,880,1656,2252,1195,811,776,353,1988,1145
ENSMAUG00000015228,144,253,92,562,885,561,264,88,89,440,143
ENSMAUG00000015233,1257,1280,1653,677,899,872,356,337,92,1158,423
ENSMAUG00000015416,857,980,738,1157,1657,1036,671,406,176,1399,515
ENSMAUG00000015597,0,0,0,0,4,0,0,0,0,0,0
ENSMAUG00000015629,1070,752,964,406,592,328,265,337,238,643,470
ENSMAUG00000015693,2279,3222,1284,2559,3094,1594,1119,551,192,1871,1228
ENSMAUG00000015886,74,26,22,88,118,68,38,26,13,55,72
ENSMAUG00000015890,42,46,16,3,17,8,5,2,2,2,6
ENSMAUG00000015975,1773,2046,2671,818,1065,536,566,586,337,1117,836
ENSMAUG00000016013,238,192,202,394,416,285,154,121,69,364,198
ENSMAUG00000016470,76,44,59,17,22,8,11,30,6,41,32
ENSMAUG00000016474,8,28,13,15,12,7,5,10,8,5,6
ENSMAUG00000016746,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016759,2,14,80,58,101,39,60,28,8,78,12
ENSMAUG00000016813,516,164,326,345,469,258,138,329,196,558,398
ENSMAUG00000016970,225,128,152,445,595,409,260,254,113,558,330
ENSMAUG00000017009,424,306,343,486,800,413,273,196,137,522,266
ENSMAUG00000017126,370,421,368,2769,4663,2813,1424,457,173,2757,618
ENSMAUG00000017233,897,612,555,1299,1667,981,730,563,375,1609,714
ENSMAUG00000017363,4594,2418,2993,1092,1476,896,725,857,654,1712,1315
ENSMAUG00000017369,4668,2443,2232,1688,3061,1680,870,1329,652,2979,2130
ENSMAUG00000017477,29817,12180,11060,671,767,600,148,597,183,1698,1187
ENSMAUG00000017597,240,250,228,101,103,79,68,42,30,126,68
ENSMAUG00000017603,83,59,54,89,85,53,26,18,9,101,29
ENSMAUG00000017630,0,8,6,15,32,10,24,12,2,41,2
ENSMAUG00000017675,1148,887,995,275,416,264,194,141,101,457,271
ENSMAUG00000017761,2,8,8,14,20,24,8,4,0,17,6
ENSMAUG00000017860,1885,2374,1906,899,1365,980,440,675,295,1342,1231
ENSMAUG00000018002,2,16,12,12,15,7,8,2,4,22,9
ENSMAUG00000018007,0,0,0,2,1,0,0,2,2,7,6
ENSMAUG00000018073,126,36,57,85,117,110,55,17,7,134,17
ENSMAUG00000018248,1572,1410,1283,2451,3807,2296,1187,1196,643,3322,1610
ENSMAUG00000018481,17809,15938,20030,3946,4851,2987,1680,1564,1615,4619,1726
ENSMAUG00000018533,2566,601,925,179,302,152,83,93,26,274,212
ENSMAUG00000018567,32,33,9,53,55,62,18,34,20,55,32
ENSMAUG00000018593,737,684,752,284,392,212,127,100,32,347,119
ENSMAUG00000018632,10857,5755,4854,943,1170,788,483,873,427,1514,849
ENSMAUG00000019030,0,0,0,3,4,0,0,4,0,2,4
ENSMAUG00000019102,716,971,1213,644,939,646,357,276,82,763,424
ENSMAUG00000019190,2353,3134,5100,445,499,383,444,564,461,691,713
ENSMAUG00000019210,1444,1123,731,2767,3863,2042,1529,1056,533,2846,1507
ENSMAUG00000019218,289,210,291,110,150,121,37,24,19,113,24
ENSMAUG00000019296,18,12,14,4,6,12,4,0,0,10,4
ENSMAUG00000019357,613,1027,1229,834,1322,873,454,449,257,1234,414
ENSMAUG00000019412,0,0,0,0,0,0,0,0,0,0,9
ENSMAUG00000019489,579,863,223,1000,1394,611,634,274,108,789,605
ENSMAUG00000019571,1039,830,1066,271,275,287,104,130,100,369,118
ENSMAUG00000019613,30,11,20,37,49,28,8,10,2,29,7
ENSMAUG00000019642,857,735,989,710,885,524,404,444,293,760,602
ENSMAUG00000019706,389,475,609,540,698,476,349,260,129,640,463
ENSMAUG00000019729,177,69,121,51,114,62,28,33,24,110,25
ENSMAUG00000019757,612,546,574,227,223,216,89,85,40,295,112
ENSMAUG00000019785,1128,1362,1414,3142,10777,3575,2061,2057,1784,4653,2422
ENSMAUG00000019854,511,509,515,563,770,693,198,193,78,724,288
ENSMAUG00000019997,4885,3113,4098,2982,3997,2044,1704,1716,1037,3378,1751
ENSMAUG00000020045,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000020068,6193,10286,17299,785,812,523,587,1041,957,1201,1471
ENSMAUG00000020105,3667,2849,3454,1113,1337,883,452,600,393,1495,757
ENSMAUG00000020234,205,271,152,42,79,49,12,16,13,48,18
ENSMAUG00000020251,5725,7194,5740,5524,5879,3523,2761,1911,1070,6052,3405
ENSMAUG00000020255,664,834,1021,293,422,299,153,91,30,404,126
ENSMAUG00000020319,30,35,80,17,29,26,10,6,2,15,0
ENSMAUG00000020338,219,84,94,172,449,166,74,38,108,82,30
ENSMAUG00000020346,151,221,225,1381,1761,1038,643,343,143,1274,410
ENSMAUG00000020367,141,218,454,83,106,69,38,65,19,175,58
ENSMAUG00000020500,289,286,340,96,137,86,41,53,42,107,91
ENSMAUG00000020637,216,195,162,224,291,154,78,92,63,229,136
ENSMAUG00000020656,1550,1213,1265,307,423,243,195,312,219,562,411
ENSMAUG00000020658,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000020675,59,91,153,71,47,28,43,34,19,86,25
ENSMAUG00000020694,35,28,15,179,239,111,72,84,30,210,111
ENSMAUG00000020835,226,214,235,109,76,61,91,89,32,125,80
ENSMAUG00000020854,311,159,75,842,1013,699,469,287,169,1183,332
ENSMAUG00000021016,0,0,18,0,0,6,0,0,0,0,0
ENSMAUG00000021022,0,4,0,6,2,0,0,5,0,0,0
ENSMAUG00000021041,494,283,411,113,240,83,31,149,103,193,250
ENSMAUG00000021046,0,2,6,8,8,2,9,2,2,12,4
ENSMAUG00000021075,728,549,792,163,262,187,84,85,38,259,84
ENSMAUG00000021287,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000021334,1224,830,946,432,487,452,246,328,173,689,371
ENSMAUG00000021384,1338,1040,1099,250,283,227,96,191,69,382,198
ENSMAUG00000021395,138,220,326,236,261,230,88,58,34,210,57
ENSMAUG00000021401,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000021451,455,513,304,2857,3767,1955,1481,1110,533,3005,1113
ENSMAUG00000021458,258,264,214,103,114,102,32,56,28,133,72
ENSMAUG00000021535,972,968,687,352,374,358,155,175,108,419,268
ENSMAUG00000021585,0,0,0,1,0,0,0,0,0,0,3
ENSMAUG00000021642,4,10,0,17,8,12,6,7,2,25,6
ENSMAUG00000021645,258,174,467,629,839,530,229,157,78,392,127
ENSMAUG00000021739,21,6,0,14,13,9,4,2,2,5,13
ENSMAUG00000021765,0,2,0,6,0,0,2,4,0,6,2
ENSMAUG00000021767,2623,2292,2470,1685,2011,1134,1076,771,393,2049,1054
ENSMAUG00000021793,2814,2505,3149,814,1052,828,309,967,501,1649,1507
ENSMAUG00000021968,6,0,18,0,0,0,0,0,0,2,0
ENSMAUG00000021994,1045,1013,919,458,610,445,267,243,155,698,426
ENSMAUG00000022014,2625,2780,3351,860,916,772,420,550,323,957,635
ENSMAUG00000022042,2126,2096,2494,687,725,428,478,529,386,731,550
ENSMAUG00000022047,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000022068,673,691,813,160,168,141,57,79,35,200,71
ENSMAUG00000022109,2923,2551,1915,2056,2739,1569,1260,919,559,2383,1120
ENSMAUG00000022117,56,123,85,273,276,212,198,20,6,196,4
ENSMAUG00000022124,2872,4079,2530,1752,1023,787,625,1021,496,1569,1361
ENSMAUG00000022127,383,239,272,75,174,42,22,143,99,155,161
ENSMAUG00000022210,6,35,44,26,19,12,16,0,2,15,12
ENSMAUG00000022234,116622,70122,89661,16282,26047,12346,11042,25850,13820,48894,38417
ENSMAUG00000022235,314,252,301,70,85,68,26,24,24,60,46
ENSMAUG00000000734,1234,1139,957,273,293,205,158,153,102,389,206
ENSMAUG00000000770,1456,1032,1561,558,748,626,291,304,158,732,412
ENSMAUG00000000791,624,601,360,2000,2961,1685,1130,777,480,2312,1080
ENSMAUG00000001023,1371,934,855,1520,1878,573,572,1510,792,1740,1924
ENSMAUG00000001058,8421,7004,9242,2795,3714,2155,1879,1904,1146,4067,3496
ENSMAUG00000001128,821,775,725,635,633,467,275,231,97,639,301
ENSMAUG00000001149,0,0,0,0,2,0,0,0,0,2,0
ENSMAUG00000001199,369,212,340,106,124,111,36,62,36,208,134
ENSMAUG00000001253,2,32,18,24,38,34,10,24,10,28,20
ENSMAUG00000001267,132,96,111,184,194,124,94,38,37,145,54
ENSMAUG00000001301,3186,2575,2899,1674,2058,1260,969,1026,626,2102,1464
ENSMAUG00000001399,10,16,21,6,2,0,0,6,2,5,6
ENSMAUG00000001505,286,189,188,584,855,507,253,281,129,587,393
ENSMAUG00000001539,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001587,0,0,12,0,2,0,0,0,0,2,0
ENSMAUG00000001653,0,4,0,1,2,0,2,2,1,0,2
ENSMAUG00000001711,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001869,1088,914,1045,669,793,413,377,470,286,704,574
ENSMAUG00000001899,0,0,0,4,3,0,0,0,0,0,0
ENSMAUG00000001925,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001965,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002001,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002169,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002241,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002251,0,4,0,0,3,10,0,0,0,0,0
ENSMAUG00000002266,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002279,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002291,0,0,6,2,0,0,2,0,0,2,0
ENSMAUG00000002303,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002317,0,0,16,0,1,0,0,0,0,0,0
ENSMAUG00000002332,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000002353,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002365,0,0,0,0,2,4,0,0,0,0,0
ENSMAUG00000002382,0,0,0,0,0,0,2,0,0,0,0
ENSMAUG00000002393,0,0,0,0,2,3,2,0,0,0,0
ENSMAUG00000002394,0,0,0,0,2,0,0,0,0,2,0
ENSMAUG00000002406,0,0,0,0,4,0,0,0,0,2,0
ENSMAUG00000002423,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000002435,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002445,0,0,0,0,1,0,4,0,0,0,0
ENSMAUG00000002460,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002468,0,0,0,14,22,15,4,3,7,13,4
ENSMAUG00000002469,0,0,0,0,0,1,0,0,0,0,0
ENSMAUG00000002478,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002481,0,0,0,0,1,0,0,0,0,0,0
ENSMAUG00000002490,0,0,0,0,0,0,0,1,0,0,0
ENSMAUG00000002500,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002508,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000002523,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002544,0,0,0,0,1,0,0,0,0,0,0
ENSMAUG00000002557,306,332,406,107,154,154,48,98,44,252,90
ENSMAUG00000002637,0,0,0,0,0,0,0,0,4,0,2
ENSMAUG00000002662,0,0,0,0,0,1,0,0,0,0,0
ENSMAUG00000002764,0,6,0,954,334,196,3664,3216,4782,678,2378
ENSMAUG00000002855,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002947,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003073,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003092,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003110,60,16,6,19,16,12,16,0,6,15,8
ENSMAUG00000003273,0,0,0,0,0,0,0,2,0,0,0
ENSMAUG00000003397,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003430,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003452,0,0,0,0,0,0,1,0,0,0,0
ENSMAUG00000003462,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003532,0,0,0,0,5,0,0,0,0,0,0
ENSMAUG00000003593,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003643,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003760,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003780,0,0,0,8,5,1,2,2,0,9,0
ENSMAUG00000003788,0,0,0,5,3,0,2,0,2,3,0
ENSMAUG00000003839,56,340,768,201,198,101,129,176,99,261,88
ENSMAUG00000004115,0,0,4,6,10,5,4,7,2,3,6
ENSMAUG00000004117,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004124,410,244,184,363,429,218,218,133,111,349,200
ENSMAUG00000004221,534,586,1110,608,643,593,295,149,92,670,154
ENSMAUG00000004224,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004237,606,958,589,504,811,609,191,98,95,518,82
ENSMAUG00000004252,0,0,0,4,1,5,8,1,0,1,1
ENSMAUG00000004434,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000004484,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004564,1906,2181,1919,788,883,741,499,478,339,919,567
ENSMAUG00000004671,0,0,0,343,455,254,117,125,77,536,266
ENSMAUG00000004687,0,0,0,1,2,3,0,0,0,0,0
ENSMAUG00000004716,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004741,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004752,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004785,1043,332,638,226,395,247,175,103,75,361,169
ENSMAUG00000004804,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004934,0,0,0,3,5,2,4,0,0,6,0
ENSMAUG00000005010,0,4,0,0,0,7,0,4,0,2,0
ENSMAUG00000005016,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005114,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005166,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005174,0,8,2,0,0,11,4,0,2,4,7
ENSMAUG00000005231,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005288,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005313,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005315,0,0,0,557,432,388,242,112,30,481,179
ENSMAUG00000005368,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005407,0,0,0,0,1,0,0,0,0,1,0
ENSMAUG00000005421,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005433,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000005642,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000005653,0,0,0,0,0,2,0,0,0,0,0
ENSMAUG00000005673,0,0,0,0,0,1,0,0,0,0,0
ENSMAUG00000005727,0,0,0,0,0,1,0,0,0,0,0
ENSMAUG00000005753,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005773,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005775,0,0,0,0,2,0,2,0,0,0,0
ENSMAUG00000005789,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005805,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000005825,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005839,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006034,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006067,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006102,0,0,0,10,11,5,8,0,0,4,0
ENSMAUG00000006103,0,0,0,0,1,0,0,0,0,0,0
ENSMAUG00000006181,410,294,350,77,134,98,56,105,36,145,111
ENSMAUG00000006196,0,0,10,4,13,6,0,1,4,1,6
ENSMAUG00000006197,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006223,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006235,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006244,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006263,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006388,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006405,0,0,0,2,1,0,0,0,0,2,0
ENSMAUG00000006415,0,0,0,0,0,5,0,0,0,5,1
ENSMAUG00000006482,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006585,3020,2960,3592,374,339,437,210,169,63,556,196
ENSMAUG00000006609,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006645,0,0,10,37,38,22,16,2,0,10,2
ENSMAUG00000006754,728,645,745,255,372,231,139,236,167,427,309
ENSMAUG00000006778,19,0,0,13,37,7,14,13,6,17,18
ENSMAUG00000006914,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006931,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006980,0,0,0,0,0,1,0,0,0,0,0
